,Unnamed: 0_level_0,Unnamed: 1_level_0,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RECEIVING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
,Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS,TD,FL,G,FPTS,FPTS/G,ROST
0,1,Cooper Kupp (LAR),85,116,1141,13.4,59,0,10,1,-5,0,0,10,258.6,25.9,99.9%
1,2,Tyreek Hill (KC),75,111,855,11.4,75,0,8,7,61,0,1,10,212.6,21.3,100.0%
2,3,Deebo Samuel (SF),54,86,979,18.1,83,0,5,11,58,2,2,9,195.7,21.7,98.3%
3,4,Davante Adams (GB),65,98,864,13.3,59,0,3,0,0,0,0,9,169.4,18.8,100.0%
4,5,Ja'Marr Chase (CIN),44,73,835,19.0,82,0,7,4,7,0,1,9,168.2,18.7,98.4%
5,6,Marquise Brown (BAL),52,82,719,13.8,49,0,6,1,5,0,0,9,160.4,17.8,93.4%
6,7,Michael Pittman Jr. (IND),55,76,729,13.3,57,0,5,2,8,0,0,10,158.7,15.9,93.3%
7,8,CeeDee Lamb (DAL),47,73,726,15.4,49,0,6,5,30,0,0,9,158.6,17.6,99.6%
8,9,Chris Godwin (TB),57,77,717,12.6,44,0,4,1,2,1,1,9,156.9,17.4,98.8%
9,10,Mike Evans (TB),41,66,606,14.8,46,0,9,0,0,0,0,9,155.6,17.3,99.0%
10,11,Justin Jefferson (MIN),55,79,775,14.1,50,0,4,2,7,0,1,9,155.6,17.3,99.8%
11,12,Stefon Diggs (BUF),56,86,750,13.4,61,0,4,0,0,0,0,9,155.0,17.2,100.0%
12,13,D.K. Metcalf (SEA),42,64,606,14.4,84,0,8,0,0,0,0,9,150.6,16.7,99.9%
13,14,Keenan Allen (LAC),65,93,698,10.7,42,0,2,0,0,0,0,9,146.8,16.3,99.0%
14,15,D.J. Moore (CAR),57,95,701,12.3,39,0,3,7,35,0,1,10,146.6,14.7,97.8%
15,16,Adam Thielen (MIN),50,73,542,10.8,35,0,7,1,2,0,0,9,146.4,16.3,98.1%
