,Unnamed: 0_level_0,Unnamed: 1_level_0,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,PASSING,RUSHING,RUSHING,RUSHING,MISC,MISC,MISC,MISC,MISC
65,66,Jacob Eason (SEA),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
66,67,Jake Fromm (BUF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
67,68,Jordan Love (GB),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%
68,69,Jalen Hurts (PHI),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,95.3%
69,70,Tyler Huntley (BAL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%
70,71,Shane Buechele (KC),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
71,72,Jake Browning (CIN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
72,73,Jarrett Stidham (NE),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
73,74,Gardner Minshew II (PHI),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%
74,75,Kyler Murray (ARI),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.9%
75,76,Justin Herbert (LAC),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,97.8%
76,77,David Blough (DET),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
77,78,Kyle Shurmur (WAS),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
78,79,Josh Rosen (ATL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
79,80,Zach Wilson (NYJ),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.9%
80,81,Davis Mills (HOU),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%
81,82,Sam Darnold (CAR),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,7.8%
82,83,Mason Rudolph (PIT),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%
83,84,Jake Locker (FA),34,66,51.5,542,8.2,4,0,5,8,56,1,0,5,0.0,0.0,0.0%
84,85,Christian Ponder (FA),158,291,54.3,1853,6.4,13,13,30,28,219,0,2,11,0.0,0.0,0.0%
85,86,Colin Kaepernick (FA),3,5,60.0,35,7.0,0,0,0,2,-2,0,0,3,0.0,0.0,0.3%
86,87,T.J. Yates (FA),82,134,61.2,949,7.1,3,3,15,14,57,0,3,6,0.0,0.0,0.0%
87,88,Levi Brown (FA),0,0,0.0,0,0.0,0,0,0,0,0,0,0,16,0.0,0.0,0.0%
88,89,Ben Chappell (WAS),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
89,90,John David Booty (HOU),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
90,91,Erik Ainge (NYJ),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
91,92,Stephen McGee (FA),24,38,63.2,182,4.8,1,0,3,4,28,0,0,1,0.0,0.0,0.0%
92,93,Hunter Cantwell (BAL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
93,94,Mike Kafka (FA),11,16,68.8,107,6.7,0,2,1,3,0,0,0,4,0.0,0.0,0.0%
94,95,Case Keenum (CLE),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%
95,96,Adam Froman (ATL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
96,97,Russell Wilson (SEA),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,94.0%
97,98,Ryan Tannehill (TEN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,84.9%
98,99,Nick Foles (CHI),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
99,100,Kirk Cousins (MIN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.4%
100,101,Dan Orlovsky (FA),122,193,63.2,1201,6.2,6,4,14,6,5,0,3,8,0.0,0.0,0.0%
101,102,Derek Anderson (FA),0,0,0.0,0,0.0,0,0,0,2,-2,0,0,2,0.0,0.0,0.0%
102,103,Eli Manning (FA),359,589,61.0,4933,8.4,29,16,28,35,15,1,4,16,0.0,0.0,2.3%
103,104,Jason Campbell (FA),100,165,60.6,1170,7.1,6,4,5,18,60,2,1,6,0.0,0.0,0.0%
104,105,Jay Cutler (FA),182,314,58.0,2319,7.4,13,7,23,18,55,1,3,10,0.0,0.0,0.2%
105,106,Curtis Painter (FA),132,243,54.3,1541,6.3,6,9,16,17,107,0,3,9,0.0,0.0,0.0%
106,107,Josh Freeman (FA),346,551,62.8,3592,6.5,16,22,29,55,238,4,5,15,0.0,0.0,0.2%
107,108,Brett Ratliff (TEN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
108,109,Brian Brohm (BUF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
109,110,Bruce Gradkowski (FA),8,18,44.4,109,6.1,1,1,1,3,1,0,0,2,0.0,0.0,0.0%
110,111,Caleb Hanie (FA),51,102,50.0,613,6.0,3,9,19,13,98,0,0,6,0.0,0.0,0.0%
111,112,Carson Palmer (FA),199,328,60.7,2753,8.4,13,16,17,16,20,1,1,10,0.0,0.0,5.6%
112,113,Keith Null (CAR),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
113,114,Tyler Thigpen (FA),3,8,37.5,25,3.1,0,1,0,1,8,0,0,3,0.0,0.0,0.0%
114,115,Shaun Hill (FA),2,3,66.7,33,11.0,0,0,0,1,-1,0,0,2,0.0,0.0,0.0%
115,116,Tarvaris Jackson (FA),271,450,60.2,3091,6.9,14,13,42,40,108,1,5,15,0.0,0.0,0.0%
116,117,Tony Romo (FA),346,522,66.3,4184,8.0,31,10,36,22,46,1,3,16,0.0,0.0,0.1%
117,118,Rex Grossman (FA),265,458,57.9,3151,6.9,16,20,25,20,11,1,5,13,0.0,0.0,0.0%
118,119,Sam Bradford (FA),191,357,53.5,2164,6.1,6,6,36,18,26,0,7,10,0.0,0.0,0.0%
119,120,John Skelton (FA),151,275,54.9,1913,7.0,11,14,23,28,128,0,1,8,0.0,0.0,0.0%
120,121,Charlie Whitehurst (FA),27,56,48.2,298,5.3,1,1,8,4,13,0,1,3,0.0,0.0,0.4%
121,122,Seneca Wallace (FA),55,107,51.4,567,5.3,2,2,6,7,70,0,1,6,0.0,0.0,0.0%
122,123,Philip Rivers (FA),366,582,62.9,4624,7.9,27,20,30,26,36,1,5,16,0.0,0.0,20.6%
123,124,Kellen Clemens (FA),48,91,52.7,546,6.0,2,1,9,6,37,1,0,3,0.0,0.0,0.0%
124,125,Kevin Kolb (FA),146,253,57.7,1955,7.7,9,8,30,17,65,0,3,9,0.0,0.0,0.0%
125,126,Kyle Orton (FA),150,252,59.5,1758,7.0,9,9,10,11,13,0,2,9,0.0,0.0,0.0%
126,127,Mark Sanchez (FA),308,543,56.7,3474,6.4,26,18,39,37,103,6,8,16,0.0,0.0,0.1%
127,128,Matt Cassel (FA),160,269,59.5,1713,6.4,10,9,22,25,99,0,2,9,0.0,0.0,0.0%
128,129,Matt Flynn (FA),33,49,67.3,518,10.6,6,2,5,13,-6,1,1,5,0.0,0.0,0.0%
129,130,Matt Hasselbeck (FA),319,518,61.6,3571,6.9,18,14,19,20,52,0,1,16,0.0,0.0,0.0%
130,131,Michael Vick (FA),253,423,59.8,3303,7.8,18,14,23,76,589,1,4,13,0.0,0.0,0.1%
131,132,Lamar Jackson (BAL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,99.7%
132,133,Jacoby Brissett (MIA),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.5%
133,134,Brandon Allen (CIN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
134,135,Kevin Hogan (TEN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
135,136,Nate Sudfeld (SF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
136,137,Jeff Driskel (HOU),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
137,138,Dak Prescott (DAL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.7%
138,139,Jared Goff (DET),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.9%
139,140,Carson Wentz (IND),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.9%
140,141,Trevor Siemian (NO),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,5.5%
141,142,Nick Mullens (CLE),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
142,143,P.J. Walker (CAR),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%
143,144,Taysom Hill (NO),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.8%
144,145,Cooper Rush (DAL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%
145,146,Mitchell Trubisky (BUF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%
146,147,Deshaun Watson (HOU),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.6%
147,148,Patrick Mahomes II (KC),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,100.0%
148,149,Nathan Peterman (LV),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
149,150,Chad Kelly (IND),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
150,151,Joshua Dobbs (PIT),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
151,152,Davis Webb (BUF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
152,153,C.J. Beathard (JAC),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
153,154,Jimmy Garoppolo (SF),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,19.9%
154,155,AJ McCarron (ATL),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
155,156,Derek Carr (LV),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.2%
156,157,Brett Smith (TB),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
157,158,David Fales (NYJ),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
158,159,Garrett Gilbert (NE),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
159,160,Teddy Bridgewater (DEN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,21.7%
160,161,Mike Glennon (NYG),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
161,162,Matt Barkley (CAR),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
162,163,Geno Smith (SEA),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%
163,164,Ryan Griffin (TB),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
164,165,Taylor Heinicke (WAS),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,14.1%
165,166,Brett Hundley (IND),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
166,167,Sean Mannion (MIN),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%
167,168,Marcus Mariota (LV),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%
168,169,Jameis Winston (NO),0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.9%
